,nfeatures,nmatches,ngoodmatches,reproj_error,ex_time
0,55,55,25,0.0,0.01752185821533203
0,59,59,8,34.8394718170166,0.029706954956054688
0,53,53,22,6.569756401909722e-05,0.03432893753051758
0,65,65,19,0.0,0.03481101989746094
0,49,49,18,7.62939453125e-07,0.0284881591796875
0,56,56,20,0.0,0.04912996292114258
0,58,58,23,0.0,0.02606987953186035
0,65,65,26,2.724783761160714e-07,0.028172969818115238
0,62,62,24,0.0,0.09776186943054199
0,64,64,28,0.0,0.0330810546875
0,67,67,22,0.4496898651123047,0.04724311828613281
0,61,61,25,0.0,0.04431581497192383
0,60,60,27,0.0,0.02730298042297364
0,56,56,21,0.0,0.04380583763122559
0,54,54,26,0.0,0.039576053619384766
0,62,62,27,0.0,0.05369901657104492
0,59,59,27,0.4676116660789208,0.04375910758972168
0,58,58,24,1.1737530048076924e-06,0.05121803283691406
0,64,64,15,0.0,0.06684994697570801
0,60,60,23,0.0,0.0733041763305664
0,58,58,21,0.0,0.03571796417236328
0,61,61,20,0.0,0.03649115562438965
0,66,66,22,0.7240960257393974,0.03733921051025391
0,67,67,19,1.1444091796875e-05,0.049134016036987305
0,59,59,16,0.0,0.0572810173034668
0,63,63,20,0.0,0.017543792724609375
0,61,61,20,0.0,0.02969193458557129
0,58,58,27,0.8828118642171224,0.03565192222595215
0,59,59,29,0.0,0.05684685707092285
0,55,55,24,0.0,0.020478010177612305
0,57,57,26,0.0,0.018872976303100586
0,61,61,31,0.0,0.01633000373840332
0,49,49,28,0.0,0.0170590877532959
0,56,56,27,0.0,0.03073906898498535
0,49,49,23,0.0,0.06195902824401856
0,48,48,28,0.0,0.057896852493286126
0,59,59,25,0.0,0.021530866622924805
0,60,60,24,0.0,0.023207902908325195
0,67,67,38,0.2721475671838831,0.052921056747436516
0,68,68,30,0.2721475671838831,0.024238109588623047
0,62,62,20,0.0,0.054505109786987305
0,58,58,19,0.0,0.029748916625976562
0,56,56,19,0.0,0.031929969787597656
0,58,58,27,6.922969111689815e-06,0.042211055755615234
0,58,58,26,0.0,0.0820770263671875
0,51,51,22,0.0,0.0576169490814209
0,45,45,24,0.00011510434358016303,0.055290937423706055
0,54,54,25,1.9868214925130207e-05,0.06278681755065918
